33295,Always,Gezond & verzorging,,Voel je de gehele nacht beschermt met Always Maxi Nights maandverband. Always Maxi Nights beschermt tot 8 uren lang tegen doorlekken.,Vrouw,Always Maxi Night Maandverband 10 stuks,249,,Persoonlijke hygiene,Maandverband,,0,3 voor 7,Vrouwen,st,,,,,,,,
7146,Amando,Gezond & verzorging,,"De Noir deospray van Amando beschermt langdurig tegen transpiratie geur en voorkomt witte strepen. Door de mix van spotief en frisheid met een rijke mix van diverse kruiden met warme hout- en&nbsp; mosgeuren, maakt dit een&nbsp;ideale mannen geur. &nbsp;",Man,Amando Noir Deospray 150ml,298,,Lichaamsverzorging,Deodorant,,0,,Mannen,ml,,,,Anti-transpirant,Noir,,,
20275,Ambi Pur,Huishouden,,Ambi pur Flush vloeibaar toiletblok doseert bij elke spoeling een gelijke hoeveelheid vloeistof. Het toilet ruikt van de eerste tot de laatste spoeling heerlijk fris.,Unisex,Ambi Pur Toiletblok Lavendel Promo Startpakketkit 4 x 55 ml,329,,Toilet en keuken,Toiletblokken,,21,,Volwassenen,ml,,,,,Lavendel,,,
31047,Always,Gezond & verzorging,,Always Maxi Long Plus zorgt voor een lange en droog gevoel. De maandverband beschermt en absorbeert voortdurend vocht op tot wel 8 uur lang. De maand verband beschermt en is comfortabel.,Vrouw,Always Maxi Normal Plus Maandverband 16st,249,,Persoonlijke hygiene,Maandverband,,0,3 voor 7,Vrouwen,st,,,,,Normal Plus,,,
20180,Ambi Pur,Huishouden,,De toiletblok van Ambi Pur zorgt langdurig voor&nbsp;hygiëne en frisheid na ieder spoelbeurt. De toilet blok&nbsp;bevat een formule&nbsp;om kalkaanslag tegen te gaan en is zuinig in verbruik. &nbsp;&nbsp;,Unisex,Ambi Pur Toiletblok Lavendel Startpakketkit 55 ml,139,,Toilet en keuken,Toiletblokken,,26,"3 voor 3,50",Volwassenen,ml,,,,,Lavendel,,,
32522,Ambi Pur,Huishouden,,Ambi Pur Totale Frisheid is een luchtverfrisser op basis van geurende oliën. Dankzij de frisse geur ruikt je huis langdurig fris.Bevat een starter en een navulling.,Unisex,"Ambi Pur Luchtverfrisser Totale Frisheid 5,5 ml",399,,Toilet en keuken,Luchtverfrissers,,0,3 voor 10,Volwassenen,ml,,,,,Totale Frisheid,,,
20169,Ambi Pur,Huishouden,,Ambi pur Flush vloeibaar toiletblok doseert bij elke spoeling een gelijke hoeveelheid vloeistof. Het toilet ruikt van de eerste tot de laatste spoeling heerlijk fris.,Unisex,Ambi Pur Toiletblok Lemon & Lime Startpakketkit 55 ml,139,,Toilet en keuken,Toiletblokken,,47,"3 voor 3,50",Volwassenen,ml,,,,,Lemon & Lime,,,
2154,Andrelon,Gezond & verzorging,,"• Deze conditioner geeft je droge, beschadigde haar een diepe, intensieve verzorging.• Met NutriKeratine.• Het haar wordt actief hersteld en gevoed.• Voor sterk, glanzend haar dat heerlijk aanvoelt en er gezond uitziet.Deze conditioner met NutriKeratine geeft je droge, beschadigde haar een diepe, intensieve verzorging. Het haar wordt actief hersteld en gevoed, precies wat je droge, beschadigde haar nodig heeft. Het resultaat is sterk en glanzend haar dat heerlijk aanvoelt. Door dagelijkse invloeden raakt je haar beschadigd en verliest het haar natuurlijke bouwstenen. Om je haar actief te herstellen zijn de Care &amp; Repair producten ontwikkeld met NutriKeratine, de natuurlijke bouwstof van je haar. Het resultaat is mooi, sterk en zacht haar.Na het wassen zacht inmasseren in vochtig haar. Laat het 1 tot 2 minuten inwerken. Daarna goed uitspoelen.",Unisex,Andrélon Conditioner Care & Repair 300 ml,229,,Haarverzorging,Conditioner,,0,3 voor 6,Vrouwen,ml,,Care & repair,,,,,conditioner,
32523,Ambi Pur,Huishouden,,Ambi Pur Totale Frisheid is een luchtverfrisser op basis van geurende oliën.&nbsp;,B2B,"Ambi Pur Totale Frisheid Navulling 2x 5,5 ml",299,,Toilet en keuken,Toiletblokken,,0,3 voor 8,Kantoor,ml,,,,,,,,
31729,Andrelon,Gezond & verzorging,,"Andrélon Bad &amp; douche energie &amp; vitaliteit voor het hele gezin. De verkwikkende formule geeft een vitaal gevoel, terwijl de verzorgende ingrediënten de huid zacht en soepel houden. Bad &amp; Douche van Andrélon is een mild bad- en doucheschuim. pH-neutraal en dermatologisch getest.&nbsp;",Gezin,Andrélon Lotus Ginko Bad & Douche 750 ml,249,,Lichaamsverzorging,Bad en douche,,0,3 voor 7,Volwassenen,ml,,Bad&douche,,Gel,Lotus Ginko,,,
6910,Andrelon,Gezond & verzorging,,"Deze conditioner bevat zomertarwe, een ingrediënt met veel vitaminen en sterke vezels. Het geeft je haar een diepe, natuurlijke glans. Resultaat: stralend haar dat er gezond uitziet. De Glans producten zijn speciaal ontwikkeld om normaal haar extra te laten glanzen. De producten met zomertarwe brengen de zon weer terug in je haar! &nbsp;&nbsp;",Vrouw,Andrélon Conditioner Glans Zomertarwe 300 ml,229,,Haarverzorging,Conditioner,,0,3 voor 6,Vrouwen,ml,,Glans,,,,,,
2551,Andrelon,Gezond & verzorging,,"Deze conditioner geeft dof haar een diepe, intensieve verzorging. De formule, met parel-extract en zonnebloemolie, is speciaal ontwikkeld om je haar extra glans te geven. Resultaat: je haar voelt zijdezacht aan en ziet er gezond en glanzend uit.",Vrouw,Andrélon Glans & Care Conditioner 300 ml,229,,Haarverzorging,Conditioner,,43,3 voor 6,Vrouwen,ml,,Glans & Care,,,,,,
2552,Andrelon,Gezond & verzorging,,"Voor een intensieve verzorging van gekleurd haar gebruik je deze conditioner. De rijke samenstelling, met UV filter, perzikextract en macadamia-olie, verzorgt en herstelt je haar en helpt zo de levendigheid en diepe glans van je kleur langdurig vast te houden.",Vrouw,Andrélon Conditioner Levendige Kleur 300 ml,229,,Haarverzorging,Conditioner,,0,3 voor 6,Vrouwen,ml,,Levendige Kleur,,,,,,
2535,Andrelon,Gezond & verzorging,,"Deze lijn is speciaal ontwikkeld voor de intensieve verzorging van krullend haar. De conditioner, verrijkt met verzorgende oliën, accentueert de kracht van je krullen. Met Andrélon Perfecte Krul worden je krullen weer makkelijk handelbaar en voelen ze zacht, flexibel en veerkrachtig aan. Het resultaat is een perfecte bos krullen. &nbsp;&nbsp;",Vrouw,Andrélon Conditioner Perfecte Krul 300 ml,229,,Haarverzorging,Conditioner,,0,3 voor 6,Vrouwen,ml,,Perfecte krul,,,,,,
30414,Andrelon,Gezond & verzorging,,"Kokosolie staat bekend om haar voedende werking en heeft de eigenschap te kunnen doordringen tot in de haarvezel, waardoor het je haar niet verzwaart. Dit terwijl andere oliën juist op je haar blijven liggen en hierdoor verzwarend kunnen werken.&nbsp;Deze lijn is speciaal ontwikkeld om een luchtige volume boost en glans te geven aan fijn haar. Deze verzorgende conditioner, met kokosolie, zorgt ervoor dat het haar wordt gevoed, zonder het te verzwaren. Ook zorgt de conditioner ervoor dat je haar na het wassen makkelijk doorkambaar is.Resultaat: Intense voeding en een luchtige volume boost vol glans.Andrélon Kokos Boost is vrij van parabenen, siliconen en kleurstoffen.",Vrouw,Andrélon Conditioner Kokos Boost 300 ml,229,,Haarverzorging,Conditioner,,0,3 voor 6,Vrouwen,ml,,Conditioner,,,Kokos Boost,,conditioner,
2554,Andrelon,Gezond & verzorging,,Deze conditioner verzorgt en voedt fijn en steil haar zonder het te verzwaren. Pluizig en statisch haar wordt tegengegaan terwijl de luchtigheid in je haar behouden blijft. Het resultaat is prachtig steil haar dat er vol en gezond uitziet.,Vrouw,Andrélon Steilvol Conditioner 300 ml,229,,Haarverzorging,Conditioner,,110,3 voor 6,Vrouwen,ml,,Steil Vol,,,,,,
5655,Andrelon,Gezond & verzorging,,"Om futloos haar meer volume te geven gebruik je de Verrassend Volume conditioner. Met lift-up system en verrijkt met collageen. Maakt elke afzonderlijke haar dikker en zorgt zo dat het voller aanvoelt. Geeft je haar niet alleen meer volume, het voelt ook voller en dikker aan. &nbsp;&nbsp;",Vrouw,Andrélon Conditioner Verrassend Volume 300 ml,229,,Haarverzorging,Conditioner,,12,3 voor 6,Vrouwen,ml,,Verrassend Volume,,,,,,
6919,Andrelon,Gezond & verzorging,,"Deze intensieve conditioner, met repair serum en unieke Hair Protect formule, geeft je haar een diepe, intensieve verzorging. De rijke formule geeft na het wassen extra kracht en voeding aan je haar en helpt gespleten haarpunten te voorkomen.",Vrouw,Andrélon Conditioner Perfecte Puntjes 300 ml,229,,Haarverzorging,Conditioner,,0,3 voor 6,Vrouwen,ml,,Perfecte puntjes,,,,,,
20508,Andrelon,Gezond & verzorging,,"Lekker simpel en effectief. De Hair &amp; Body Shampoo van Andrélon is de perfecte verzorging in één fles, dus je bent lekker snel klaar. De Hair &amp; Body Shampoo van Andrélon reinigt mild en heeft ook een hydraterende werking. Plus, de eucalyptus geur van de Hair &amp; Body Shampoo geeft ook een verfrissend effect.",Man,Andrélon For Men Hair & Body Shampoo Eucalyptus 50 ml,99,,Haarverzorging,Shampoo,,0,"3 voor 2,50",Mannen,ml,,,,Vloeibaar,Eucalyptus MINI,,Thuis gebruik,
2553,Andrelon,Gezond & verzorging,,"Deze lijn is speciaal ontwikkeld voor de verzorging van blond haar. De conditioner is verrijkt met kamille, dat bekend staat om haar verhelderende eigenschappen, en honing. Met Andrélon Zomer Blond wordt je blonde haar heerlijk verzorgd en krijgt het een natuurlijke, zomerse glans. Het hele jaar door het effect van de zon in je haar!",Vrouw,Andrélon Conditioner Zomerblond 300 ml,229,,Haarverzorging,Conditioner,,40,3 voor 6,Vrouwen,ml,,Zomer Blond,,,,,,
16605,Andrelon,Gezond & verzorging,,"Om fijn en beschadigd haar een optimale verzorging te geven gebruik je de conditioner. De conditioner heeft een ultra lichte basis, waardoor je haar wordt verzorgd zonder het te verzwaren. Het resultaat is voelbaar meer volume, en haar dat er weer gezond uitziet.",Vrouw,Andrélon Volume & Care Conditioner 300 ml,229,,Haarverzorging,Conditioner,,0,3 voor 6,Vrouwen,ml,,Volume & Care,,,,,,
2541,Andrelon,Gezond & verzorging,,Anti-Roos shampoo is speciaal ontwikkeld om je haar en hoofdhuid langdurig roosvrij te houden. De shampoo zorgt dankzij een actief anti-roossysteem voor een uiterst effectieve bestrijding van roos. Je haar blijft zacht en houdt zijn natuurlijke glans.,Vrouw,Andrélon Shampoo Anti-Roos 300 ml,229,,Haarverzorging,Shampoo,,0,3 voor 6,Vrouwen,ml,,Anti-roos,,,,,,
2537,Andrelon,Gezond & verzorging,,"Deze shampoo bevat zomertarwe, een ingrediënt met veel vitaminen en sterke vezels. Het geeft je haar een diepe, natuurlijke glans. Resultaat: stralend haar dat er gezond uitziet. De Glans producten zijn speciaal ontwikkeld om normaal haar extra te laten glanzen. De producten met zomertarwe brengen de zon weer terug in je haar! &nbsp;&nbsp;",Vrouw,Andrélon Shampoo Glans Zomertarwe 300 ml,229,,Haarverzorging,Shampoo,,41,3 voor 6,Vrouwen,ml,,Glans,,,,,,
2153,Andrelon,Gezond & verzorging,,"Deze shampoo helpt je droge, beschadigde haar actief te herstellen. De unieke formule met NutriKeratine zorgt ervoor dat je haar van binnen en buiten wordt versterkt en hersteld. Het resultaat is sterk, glanzend haar dat heerlijk aanvoelt en er gezond uitziet.",Vrouw,Andrélon Shampoo Care & Repair 300 ml,229,,Haarverzorging,Shampoo,,0,3 voor 6,Vrouwen,ml,,Care & repair,,,,,,
